Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr17	49023	ENSMUSG00000090509	Sfta2	protein_coding	gene	ENSMUSG00000090509
chr17	8715	ENSMUSG00000090588	Muc21	protein_coding	gene	ENSMUSG00000090588
chr17	7944	ENSMUSG00000073408	Mucl3	protein_coding	gene	ENSMUSG00000073408
chr17	8540	ENSMUSG00000092389	Gm20483	lncRNA	gene	ENSMUSG00000092389
chr17	11959	ENSMUSG00000038838	Vars2	protein_coding	gene	ENSMUSG00000038838
chr17	6010	ENSMUSG00000001524	Gtf2h4	protein_coding	gene	ENSMUSG00000001524
chr17	23055	ENSMUSG00000003534	Ddr1	protein_coding	gene	ENSMUSG00000003534
chr17	4349	ENSMUSG00000086867	Gm4577	lncRNA	gene	ENSMUSG00000086867
chr17	740	ENSMUSG00000120061	Gm56879	lncRNA	gene	ENSMUSG00000120061
chr17	2073	ENSMUSG00000092219	Gm20443	lncRNA	gene	ENSMUSG00000092219
chr17	20869	ENSMUSG00000092600	Gm20442	lncRNA	gene	ENSMUSG00000092600
chr17	8238	ENSMUSG00000092171	4833427F10Rik	lncRNA	gene	ENSMUSG00000092171
chr17	1240	ENSMUSG00000003541	Ier3	protein_coding	gene	ENSMUSG00000003541
chr17	9562	ENSMUSG00000059714	Flot1	protein_coding	gene	ENSMUSG00000059714
chr17	4386	ENSMUSG00000001525	Tubb5	protein_coding	gene	ENSMUSG00000001525
chr17	18156	ENSMUSG00000061607	Mdc1	protein_coding	gene	ENSMUSG00000061607
chr17	5969	ENSMUSG00000087443	Ppp1r18os	lncRNA	gene	ENSMUSG00000087443
chr17	4085	ENSMUSG00000059791	Nrm	protein_coding	gene	ENSMUSG00000059791
chr17	1934	ENSMUSG00000121151	Gm56909	lncRNA	gene	ENSMUSG00000121151
chr17	10004	ENSMUSG00000034595	Ppp1r18	protein_coding	gene	ENSMUSG00000034595
chr17	12852	ENSMUSG00000024422	Dhx16	protein_coding	gene	ENSMUSG00000024422
chr17	4755	ENSMUSG00000050705	2310061I04Rik	protein_coding	gene	ENSMUSG00000050705
chr17	15270	ENSMUSG00000084998	Gm16279	lncRNA	gene	ENSMUSG00000084998
chr17	12481	ENSMUSG00000024426	Atat1	protein_coding	gene	ENSMUSG00000024426
chr17	6011	ENSMUSG00000024436	Mrps18b	protein_coding	gene	ENSMUSG00000024436
chr17	15850	ENSMUSG00000039220	Ppp1r10	protein_coding	gene	ENSMUSG00000039220
chr17	12943	ENSMUSG00000038762	Abcf1	protein_coding	gene	ENSMUSG00000038762
chr17	2780	ENSMUSG00000120154	Gm32655	lncRNA	gene	ENSMUSG00000120154
chr17	7696	ENSMUSG00000038500	Prr3	protein_coding	gene	ENSMUSG00000038500
chr17	9612	ENSMUSG00000024429	Gnl1	protein_coding	gene	ENSMUSG00000024429
chr17	1872	ENSMUSG00000092604	Gm20508	lncRNA	gene	ENSMUSG00000092604
chr17	43991	ENSMUSG00000092368	A930015D03Rik	lncRNA	gene	ENSMUSG00000092368
chr17	14866	ENSMUSG00000053835	H2-T24	protein_coding	gene	ENSMUSG00000053835
chr17	3083	ENSMUSG00000067212	H2-T23	protein_coding	gene	ENSMUSG00000067212
chr17	5620	ENSMUSG00000056116	H2-T22	protein_coding	gene	ENSMUSG00000056116
chr17	15685	ENSMUSG00000073407	Gm6034	lncRNA	gene	ENSMUSG00000073407
chr17	2556	ENSMUSG00000079492	Gm11127	protein_coding	gene	ENSMUSG00000079492
chr17	4109	ENSMUSG00000073406	H2-Bl	protein_coding	gene	ENSMUSG00000073406
chr17	19707	ENSMUSG00000092243	Gm7030	protein_coding	gene	ENSMUSG00000092243
chr17	5696	ENSMUSG00000092365	BC023719	lncRNA	gene	ENSMUSG00000092365
chr17	5590	ENSMUSG00000079491	H2-T10	protein_coding	gene	ENSMUSG00000079491
chr17	8015	ENSMUSG00000092277	Gm19684	protein_coding	gene	ENSMUSG00000092277
chr17	18159	ENSMUSG00000038311	2410017I17Rik	lncRNA	gene	ENSMUSG00000038311
chr17	4095	ENSMUSG00000073402	Gm8909	protein_coding	gene	ENSMUSG00000073402
chr17	3824	ENSMUSG00000092474	Gm20478	lncRNA	gene	ENSMUSG00000092474
chr17	4716	ENSMUSG00000054128	H2-T3	protein_coding	gene	ENSMUSG00000054128
chr17	4859	ENSMUSG00000092392	Gm20546	lncRNA	gene	ENSMUSG00000092392
chr17	2425	ENSMUSG00000024446	Rpp21	protein_coding	gene	ENSMUSG00000024446
chr17	13375	ENSMUSG00000045409	Trim39	protein_coding	gene	ENSMUSG00000045409
chr17	2264	ENSMUSG00000023083	H2-M10.2	protein_coding	gene	ENSMUSG00000023083
chr17	3298	ENSMUSG00000024448	H2-M10.1	protein_coding	gene	ENSMUSG00000024448
chr17	3415	ENSMUSG00000058124	H2-M10.3	protein_coding	gene	ENSMUSG00000058124
chr17	3418	ENSMUSG00000048231	H2-M10.4	protein_coding	gene	ENSMUSG00000048231
chr17	2176	ENSMUSG00000037537	H2-M11	protein_coding	gene	ENSMUSG00000037537
chr17	3382	ENSMUSG00000067201	H2-M9	protein_coding	gene	ENSMUSG00000067201
chr17	2212	ENSMUSG00000037334	H2-M1	protein_coding	gene	ENSMUSG00000037334
chr17	3325	ENSMUSG00000037246	H2-M10.5	protein_coding	gene	ENSMUSG00000037246
chr17	3394	ENSMUSG00000037130	H2-M10.6	protein_coding	gene	ENSMUSG00000037130
chr17	22265	ENSMUSG00000024457	Trim26	protein_coding	gene	ENSMUSG00000024457
chr17	6520	ENSMUSG00000050747	Trim15	protein_coding	gene	ENSMUSG00000050747
chr17	8260	ENSMUSG00000073400	Trim10	protein_coding	gene	ENSMUSG00000073400
chr17	8526	ENSMUSG00000073399	Trim40	protein_coding	gene	ENSMUSG00000073399
chr17	12097	ENSMUSG00000058063	Trim31	protein_coding	gene	ENSMUSG00000058063
chr17	9641	ENSMUSG00000092239	1700031A10Rik	lncRNA	gene	ENSMUSG00000092239
chr17	5069	ENSMUSG00000036492	Rnf39	protein_coding	gene	ENSMUSG00000036492
chr17	3386	ENSMUSG00000036398	Ppp1r11	protein_coding	gene	ENSMUSG00000036398
chr17	4204	ENSMUSG00000036315	Polr1h	protein_coding	gene	ENSMUSG00000036315
chr17	7034	ENSMUSG00000036214	Polr1has	protein_coding	gene	ENSMUSG00000036214
chr17	3537	ENSMUSG00000064308	2410137M14Rik	protein_coding	gene	ENSMUSG00000064308
chr17	5477	ENSMUSG00000024459	H2-M5	protein_coding	gene	ENSMUSG00000024459
chr17	9473	ENSMUSG00000036036	Zfp57	protein_coding	gene	ENSMUSG00000036036
chr17	12656	ENSMUSG00000076439	Mog	protein_coding	gene	ENSMUSG00000076439
chr17	29102	ENSMUSG00000024462	Gabbr1	protein_coding	gene	ENSMUSG00000024462
chr17	4629	ENSMUSG00000056600	Or2h2	protein_coding	gene	ENSMUSG00000056600
chr17	7661	ENSMUSG00000095377	Or2h1	protein_coding	gene	ENSMUSG00000095377
chr17	9572	ENSMUSG00000096477	Or2h2c	protein_coding	gene	ENSMUSG00000096477
chr17	21077	ENSMUSG00000091601	Or2h1b	protein_coding	gene	ENSMUSG00000091601
chr17	17418	ENSMUSG00000090556	Or2h2b-ps1	protein_coding	gene	ENSMUSG00000090556
chr17	2204	ENSMUSG00000035186	Ubd	protein_coding	gene	ENSMUSG00000035186
chr17	4570	ENSMUSG00000043827	Or2i1	protein_coding	gene	ENSMUSG00000043827
chr17	5169	ENSMUSG00000049561	Or10c1	protein_coding	gene	ENSMUSG00000049561
chr17	6528	ENSMUSG00000064121	Or11a4	protein_coding	gene	ENSMUSG00000064121
chr17	6368	ENSMUSG00000058802	Or1o2	protein_coding	gene	ENSMUSG00000058802
chr17	17143	ENSMUSG00000092591	Gm20429	lncRNA	gene	ENSMUSG00000092591
chr17	1039	ENSMUSG00000063660	Or1o3	protein_coding	gene	ENSMUSG00000063660
chr17	4265	ENSMUSG00000016206	H2-M3	protein_coding	gene	ENSMUSG00000016206
chr17	4418	ENSMUSG00000061972	Or1o4	protein_coding	gene	ENSMUSG00000061972
chr17	6758	ENSMUSG00000092077	Or12d12	protein_coding	gene	ENSMUSG00000092077
chr17	5260	ENSMUSG00000091531	Or12d2	protein_coding	gene	ENSMUSG00000091531
chr17	5396	ENSMUSG00000049618	Or12d13	protein_coding	gene	ENSMUSG00000049618
chr17	4412	ENSMUSG00000095858	Or12d14-ps1	protein_coding	gene	ENSMUSG00000095858
chr17	7176	ENSMUSG00000094884	Or12d15	protein_coding	gene	ENSMUSG00000094884
chr17	5860	ENSMUSG00000095603	Or12d16-ps1	protein_coding	gene	ENSMUSG00000095603
chr17	8252	ENSMUSG00000063188	Or1o1	protein_coding	gene	ENSMUSG00000063188
chr17	1038	ENSMUSG00000059687	Or1o11	protein_coding	gene	ENSMUSG00000059687
chr17	12675	ENSMUSG00000029184	Or12d17	protein_coding	gene	ENSMUSG00000029184
chr17	2702	ENSMUSG00000016283	H2-M2	protein_coding	gene	ENSMUSG00000016283
chr17	7740	ENSMUSG00000090894	Or5v1	protein_coding	gene	ENSMUSG00000090894
chr17	24420	ENSMUSG00000090675	Or5v1b	protein_coding	gene	ENSMUSG00000090675
chr17	7784	ENSMUSG00000051611	Or14j9	protein_coding	gene	ENSMUSG00000051611
chr17	3787	ENSMUSG00000092292	Or14j2	protein_coding	gene	ENSMUSG00000092292
chr17	3511	ENSMUSG00000062629	Or14j3	protein_coding	gene	ENSMUSG00000062629
chr17	18170	ENSMUSG00000092413	Or14j4	protein_coding	gene	ENSMUSG00000092413
chr17	6623	ENSMUSG00000061336	Or14j10	protein_coding	gene	ENSMUSG00000061336
chr17	6183	ENSMUSG00000095286	Or2g25	protein_coding	gene	ENSMUSG00000095286
chr17	6489	ENSMUSG00000080990	Or10al2	protein_coding	gene	ENSMUSG00000080990
chr17	5561	ENSMUSG00000059964	Or10al3	protein_coding	gene	ENSMUSG00000059964
chr17	5413	ENSMUSG00000063994	Or10al4	protein_coding	gene	ENSMUSG00000063994
chr17	4315	ENSMUSG00000060017	Or10al5	protein_coding	gene	ENSMUSG00000060017
chr17	5143	ENSMUSG00000083947	Or10al6	protein_coding	gene	ENSMUSG00000083947
chr17	4606	ENSMUSG00000045202	Or2g1	protein_coding	gene	ENSMUSG00000045202
chr17	8730	ENSMUSG00000044985	Or2b4	protein_coding	gene	ENSMUSG00000044985
chr17	5542	ENSMUSG00000050613	Or14j1	protein_coding	gene	ENSMUSG00000050613
chr17	4575	ENSMUSG00000109212	Or14j5	protein_coding	gene	ENSMUSG00000109212
chr17	6359	ENSMUSG00000058114	Or14j6	protein_coding	gene	ENSMUSG00000058114
chr17	6254	ENSMUSG00000059030	Or14j7	protein_coding	gene	ENSMUSG00000059030
chr17	1029	ENSMUSG00000109376	Or14j8	protein_coding	gene	ENSMUSG00000109376
chr17	9223	ENSMUSG00000081724	Or10al7	protein_coding	gene	ENSMUSG00000081724
chr17	8870	ENSMUSG00000094878	Or2g7	protein_coding	gene	ENSMUSG00000094878
chr17	7070	ENSMUSG00000043312	Or2y3	protein_coding	gene	ENSMUSG00000043312
chr17	4664	ENSMUSG00000067186	Or2h15	protein_coding	gene	ENSMUSG00000067186
chr17	5989	ENSMUSG00000063240	Or2n1b	protein_coding	gene	ENSMUSG00000063240
chr17	5191	ENSMUSG00000096009	Or2n1	protein_coding	gene	ENSMUSG00000096009
chr17	6581	ENSMUSG00000057801	Or2n1c	protein_coding	gene	ENSMUSG00000057801
chr17	15376	ENSMUSG00000057443	Or2n1e	protein_coding	gene	ENSMUSG00000057443
chr17	4044	ENSMUSG00000054940	Or2j3	protein_coding	gene	ENSMUSG00000054940
chr17	6813	ENSMUSG00000096840	Or2n1d	protein_coding	gene	ENSMUSG00000096840
chr17	3712	ENSMUSG00000092322	Esp36	protein_coding	gene	ENSMUSG00000092322
chr17	6430	ENSMUSG00000092244	Esp34	protein_coding	gene	ENSMUSG00000092244
chr17	6207	ENSMUSG00000092342	Esp31	protein_coding	gene	ENSMUSG00000092342
chr17	3533	ENSMUSG00000095625	Esp24	protein_coding	gene	ENSMUSG00000095625
chr17	708	ENSMUSG00000094168	Gm21903	protein_coding	gene	ENSMUSG00000094168
chr17	3347	ENSMUSG00000096697	Esp23	protein_coding	gene	ENSMUSG00000096697
chr17	1818	ENSMUSG00000117311	Esp22	protein_coding	gene	ENSMUSG00000117311
chr17	4634	ENSMUSG00000094024	Esp18	protein_coding	gene	ENSMUSG00000094024
chr17	4706	ENSMUSG00000096345	Esp16	protein_coding	gene	ENSMUSG00000096345
chr17	4713	ENSMUSG00000095104	Esp15	protein_coding	gene	ENSMUSG00000095104
chr17	4768	ENSMUSG00000095886	Esp38	protein_coding	gene	ENSMUSG00000095886
chr17	4650	ENSMUSG00000117136	Gm49835	protein_coding	gene	ENSMUSG00000117136
chr17	1626	ENSMUSG00000031233	Pgk2	protein_coding	gene	ENSMUSG00000031233
chr17	20512	ENSMUSG00000025433	Crisp3	protein_coding	gene	ENSMUSG00000025433
chr17	25450	ENSMUSG00000025431	Crisp1	protein_coding	gene	ENSMUSG00000025431
chr17	10400	ENSMUSG00000090747	Esp8	protein_coding	gene	ENSMUSG00000090747
chr17	4121	ENSMUSG00000092043	Esp6	protein_coding	gene	ENSMUSG00000092043
chr17	2457	ENSMUSG00000117190	Esp5	protein_coding	gene	ENSMUSG00000117190
chr17	4025	ENSMUSG00000095540	Esp4	protein_coding	gene	ENSMUSG00000095540
chr17	4986	ENSMUSG00000093957	Esp3	protein_coding	gene	ENSMUSG00000093957
chr17	4663	ENSMUSG00000073396	Esp1	protein_coding	gene	ENSMUSG00000073396
chr17	42984	ENSMUSG00000023930	Crisp2	protein_coding	gene	ENSMUSG00000023930
chr17	29629	ENSMUSG00000023926	Rhag	protein_coding	gene	ENSMUSG00000023926
chr17	5078	ENSMUSG00000054951	9130008F23Rik	protein_coding	gene	ENSMUSG00000054951
chr17	9733	ENSMUSG00000091043	Glyatl3	protein_coding	gene	ENSMUSG00000091043
chr17	11997	ENSMUSG00000023919	Cenpq	protein_coding	gene	ENSMUSG00000023919
chr17	27304	ENSMUSG00000023921	Mmut	protein_coding	gene	ENSMUSG00000023921
chr17	69079	ENSMUSG00000117210	Gm49857	lncRNA	gene	ENSMUSG00000117210
chr17	189131	ENSMUSG00000042256	Ptchd4	protein_coding	gene	ENSMUSG00000042256
chr17	54613	ENSMUSG00000043972	Opn5	protein_coding	gene	ENSMUSG00000043972
chr17	35394	ENSMUSG00000023918	Adgrf4	protein_coding	gene	ENSMUSG00000023918
chr17	46050	ENSMUSG00000057899	Adgrf2	protein_coding	gene	ENSMUSG00000057899
chr17	83715	ENSMUSG00000061665	Cd2ap	protein_coding	gene	ENSMUSG00000061665
chr17	72635	ENSMUSG00000023915	Tnfrsf21	protein_coding	gene	ENSMUSG00000023915
chr17	20494	ENSMUSG00000117011	E130008D07Rik	lncRNA	gene	ENSMUSG00000117011
chr17	54409	ENSMUSG00000041293	Adgrf1	protein_coding	gene	ENSMUSG00000041293
chr17	99107	ENSMUSG00000056492	Adgrf5	protein_coding	gene	ENSMUSG00000056492
chr17	28489	ENSMUSG00000023914	Mep1a	protein_coding	gene	ENSMUSG00000023914
chr17	9452	ENSMUSG00000096140	Ankrd66	protein_coding	gene	ENSMUSG00000096140
chr17	44104	ENSMUSG00000023913	Pla2g7	protein_coding	gene	ENSMUSG00000023913
chr17	4103	ENSMUSG00000090307	1700071M16Rik	lncRNA	gene	ENSMUSG00000090307
chr17	14965	ENSMUSG00000040140	Tdrd6	protein_coding	gene	ENSMUSG00000040140
chr17	25324	ENSMUSG00000023912	Slc25a27	protein_coding	gene	ENSMUSG00000023912
chr17	84007	ENSMUSG00000023963	Cyp39a1	protein_coding	gene	ENSMUSG00000023963
chr17	29673	ENSMUSG00000121022	Gm56919	lncRNA	gene	ENSMUSG00000121022
chr17	238166	ENSMUSG00000039601	Rcan2	protein_coding	gene	ENSMUSG00000039601
chr17	7755	ENSMUSG00000023960	Enpp5	protein_coding	gene	ENSMUSG00000023960
chr17	9502	ENSMUSG00000023961	Enpp4	protein_coding	gene	ENSMUSG00000023961
chr17	18397	ENSMUSG00000120221	Gm34917	lncRNA	gene	ENSMUSG00000120221
chr17	145401	ENSMUSG00000023959	Clic5	protein_coding	gene	ENSMUSG00000023959
chr17	1336	ENSMUSG00000117106	Gm49872	lncRNA	gene	ENSMUSG00000117106
chr17	318811	ENSMUSG00000039153	Runx2	protein_coding	gene	ENSMUSG00000039153
chr17	1183	ENSMUSG00000090048	Runx2os3	lncRNA	gene	ENSMUSG00000090048
chr17	3704	ENSMUSG00000089849	Runx2os2	lncRNA	gene	ENSMUSG00000089849
chr17	1768	ENSMUSG00000073394	Runx2os1	lncRNA	gene	ENSMUSG00000073394
chr17	342139	ENSMUSG00000038954	Supt3	protein_coding	gene	ENSMUSG00000038954
chr17	4393	ENSMUSG00000117044	Gm35097	lncRNA	gene	ENSMUSG00000117044
chr17	1119	ENSMUSG00000121197	Gm35204	lncRNA	gene	ENSMUSG00000121197
chr17	41854	ENSMUSG00000023932	Cdc5l	protein_coding	gene	ENSMUSG00000023932
chr17	8947	ENSMUSG00000097119	B230354K17Rik	lncRNA	gene	ENSMUSG00000097119
chr17	34838	ENSMUSG00000023935	Spats1	protein_coding	gene	ENSMUSG00000023935
chr17	14003	ENSMUSG00000023938	Aars2	protein_coding	gene	ENSMUSG00000023938
chr17	19247	ENSMUSG00000023949	Tcte1	protein_coding	gene	ENSMUSG00000023949
chr17	7726	ENSMUSG00000096847	Tmem151b	protein_coding	gene	ENSMUSG00000096847
chr17	7467	ENSMUSG00000023947	Nfkbie	protein_coding	gene	ENSMUSG00000023947
chr17	3798	ENSMUSG00000037089	Slc35b2	protein_coding	gene	ENSMUSG00000037089
chr17	5497	ENSMUSG00000023944	Hsp90ab1	protein_coding	gene	ENSMUSG00000023944
chr17	1334	ENSMUSG00000120274	Gm56882	lncRNA	gene	ENSMUSG00000120274
chr17	14407	ENSMUSG00000023942	Slc29a1	protein_coding	gene	ENSMUSG00000023942
chr17	2258	ENSMUSG00000067389	Gm17080	lncRNA	gene	ENSMUSG00000067389
chr17	1132	ENSMUSG00000079471	Mymx	protein_coding	gene	ENSMUSG00000079471
chr17	29122	ENSMUSG00000058626	Capn11	protein_coding	gene	ENSMUSG00000058626
chr17	26735	ENSMUSG00000036026	Tmem63b	protein_coding	gene	ENSMUSG00000036026
chr17	2691	ENSMUSG00000086472	Gm16172	lncRNA	gene	ENSMUSG00000086472
chr17	12174	ENSMUSG00000023939	Mrpl14	protein_coding	gene	ENSMUSG00000023939
chr17	981	ENSMUSG00000094690	1600014C23Rik	protein_coding	gene	ENSMUSG00000094690
chr17	54089	ENSMUSG00000097727	F630040K05Rik	lncRNA	gene	ENSMUSG00000097727
chr17	16120	ENSMUSG00000117139	Gm35692	lncRNA	gene	ENSMUSG00000117139
chr17	1603	ENSMUSG00000117085	4930542M03Rik	lncRNA	gene	ENSMUSG00000117085
chr17	3285	ENSMUSG00000117048	Gm41584	lncRNA	gene	ENSMUSG00000117048
chr17	1991	ENSMUSG00000117040	Gm49805	lncRNA	gene	ENSMUSG00000117040
chr17	15377	ENSMUSG00000023951	Vegfa	protein_coding	gene	ENSMUSG00000023951
chr17	16932	ENSMUSG00000117287	Gm36200	lncRNA	gene	ENSMUSG00000117287
chr17	17925	ENSMUSG00000023967	Mrps18a	protein_coding	gene	ENSMUSG00000023967
chr17	22182	ENSMUSG00000023966	Rsph9	protein_coding	gene	ENSMUSG00000023966
chr17	6167	ENSMUSG00000034509	Mad2l1bp	protein_coding	gene	ENSMUSG00000034509
chr17	8339	ENSMUSG00000023952	Gtpbp2	protein_coding	gene	ENSMUSG00000023952
chr17	31291	ENSMUSG00000023953	Polh	protein_coding	gene	ENSMUSG00000023953
chr17	40817	ENSMUSG00000067150	Xpo5	protein_coding	gene	ENSMUSG00000067150
chr17	4135	ENSMUSG00000067148	Polr1c	protein_coding	gene	ENSMUSG00000067148
chr17	4458	ENSMUSG00000071074	Yipf3	protein_coding	gene	ENSMUSG00000071074
chr17	3785	ENSMUSG00000071073	Lrrc73	protein_coding	gene	ENSMUSG00000071073
chr17	25176	ENSMUSG00000012296	Tjap1	protein_coding	gene	ENSMUSG00000012296
chr17	5851	ENSMUSG00000047428	Dlk2	protein_coding	gene	ENSMUSG00000047428
chr17	25132	ENSMUSG00000032842	Abcc10	protein_coding	gene	ENSMUSG00000032842
chr17	1170	ENSMUSG00000120998	Gm56900	lncRNA	gene	ENSMUSG00000120998
chr17	37190	ENSMUSG00000015597	Zfp318	protein_coding	gene	ENSMUSG00000015597
chr17	2851	ENSMUSG00000023968	Crip3	protein_coding	gene	ENSMUSG00000023968
chr17	6275	ENSMUSG00000067144	Slc22a7	protein_coding	gene	ENSMUSG00000067144
chr17	45228	ENSMUSG00000015599	Ttbk1	protein_coding	gene	ENSMUSG00000015599
chr17	1153	ENSMUSG00000114244	Gm47119	lncRNA	gene	ENSMUSG00000114244
chr17	2914	ENSMUSG00000040658	Dnph1	protein_coding	gene	ENSMUSG00000040658
chr17	45817	ENSMUSG00000040327	Cul9	protein_coding	gene	ENSMUSG00000040327
chr17	7847	ENSMUSG00000015605	Srf	protein_coding	gene	ENSMUSG00000015605
chr17	65034	ENSMUSG00000023972	Ptk7	protein_coding	gene	ENSMUSG00000023972
chr17	15399	ENSMUSG00000003546	Klc4	protein_coding	gene	ENSMUSG00000003546
chr17	3911	ENSMUSG00000002767	Mrpl2	protein_coding	gene	ENSMUSG00000002767
chr17	14028	ENSMUSG00000038545	Cul7	protein_coding	gene	ENSMUSG00000038545
chr17	8029	ENSMUSG00000023971	Rrp36	protein_coding	gene	ENSMUSG00000023971
chr17	6365	ENSMUSG00000063576	Klhdc3	protein_coding	gene	ENSMUSG00000063576
chr17	4319	ENSMUSG00000002768	Mea1	protein_coding	gene	ENSMUSG00000002768
chr17	22121	ENSMUSG00000059409	Ppp2r5d	protein_coding	gene	ENSMUSG00000059409
chr17	14079	ENSMUSG00000002763	Pex6	protein_coding	gene	ENSMUSG00000002763
chr17	3505	ENSMUSG00000002769	Gnmt	protein_coding	gene	ENSMUSG00000002769
chr17	16510	ENSMUSG00000023973	Cnpy3	protein_coding	gene	ENSMUSG00000023973
chr17	8050	ENSMUSG00000036858	Ptcra	protein_coding	gene	ENSMUSG00000036858
chr17	762	ENSMUSG00000062619	2310039H08Rik	protein_coding	gene	ENSMUSG00000062619
chr17	8766	ENSMUSG00000063888	Rpl7l1	protein_coding	gene	ENSMUSG00000063888
chr17	60363	ENSMUSG00000036568	Bicral	protein_coding	gene	ENSMUSG00000036568
chr17	134	ENSMUSG00000121152	Gm56910	lncRNA	gene	ENSMUSG00000121152
chr17	1164	ENSMUSG00000036430	Tbcc	protein_coding	gene	ENSMUSG00000036430
chr17	14475	ENSMUSG00000023978	Prph2	protein_coding	gene	ENSMUSG00000023978
chr17	82262	ENSMUSG00000023977	Ubr2	protein_coding	gene	ENSMUSG00000023977
chr17	221083	ENSMUSG00000064043	Trerf1	protein_coding	gene	ENSMUSG00000064043
chr17	12531	ENSMUSG00000034729	Mrps10	protein_coding	gene	ENSMUSG00000034729
chr17	7575	ENSMUSG00000023979	Guca1b	protein_coding	gene	ENSMUSG00000023979
chr17	6027	ENSMUSG00000023982	Guca1a	protein_coding	gene	ENSMUSG00000023982
chr17	24643	ENSMUSG00000047150	1700001C19Rik	protein_coding	gene	ENSMUSG00000047150
chr17	34024	ENSMUSG00000034382	AI661453	protein_coding	gene	ENSMUSG00000034382
chr17	18929	ENSMUSG00000023980	Taf8	protein_coding	gene	ENSMUSG00000023980
chr17	94641	ENSMUSG00000034165	Ccnd3	protein_coding	gene	ENSMUSG00000034165
chr17	12162	ENSMUSG00000023988	Bysl	protein_coding	gene	ENSMUSG00000023988
chr17	12837	ENSMUSG00000092558	Med20	protein_coding	gene	ENSMUSG00000092558
chr17	56049	ENSMUSG00000090115	Usp49	protein_coding	gene	ENSMUSG00000090115
chr17	1741	ENSMUSG00000033475	Tomm6	protein_coding	gene	ENSMUSG00000033475
chr17	3474	ENSMUSG00000084880	Tomm6os	lncRNA	gene	ENSMUSG00000084880
chr17	6220	ENSMUSG00000096549	Prickle4	protein_coding	gene	ENSMUSG00000096549
chr17	15257	ENSMUSG00000023266	Frs3	protein_coding	gene	ENSMUSG00000023266
chr17	2026	ENSMUSG00000086930	Frs3os	lncRNA	gene	ENSMUSG00000086930
chr17	7641	ENSMUSG00000023987	Pgc	protein_coding	gene	ENSMUSG00000023987
chr17	55390	ENSMUSG00000023990	Tfeb	protein_coding	gene	ENSMUSG00000023990
chr17	19364	ENSMUSG00000032717	Mdfi	protein_coding	gene	ENSMUSG00000032717
chr17	57513	ENSMUSG00000023991	Foxp4	protein_coding	gene	ENSMUSG00000023991
chr17	1052	ENSMUSG00000085932	Gm15556	lncRNA	gene	ENSMUSG00000085932
chr17	1549	ENSMUSG00000094928	1700122O11Rik	protein_coding	gene	ENSMUSG00000094928
chr17	24690	ENSMUSG00000117334	A730006G06Rik	lncRNA	gene	ENSMUSG00000117334
chr17	1600	ENSMUSG00000021545	1700067P10Rik	protein_coding	gene	ENSMUSG00000021545
chr17	2854	ENSMUSG00000117157	Gm49946	lncRNA	gene	ENSMUSG00000117157
chr17	17225	ENSMUSG00000073386	9830107B12Rik	protein_coding	gene	ENSMUSG00000073386
chr17	18148	ENSMUSG00000043939	A530064D06Rik	protein_coding	gene	ENSMUSG00000043939
chr17	14157	ENSMUSG00000042265	Trem1	protein_coding	gene	ENSMUSG00000042265
chr17	11065	ENSMUSG00000041754	Trem3	protein_coding	gene	ENSMUSG00000041754
chr17	11066	ENSMUSG00000051682	Treml4	protein_coding	gene	ENSMUSG00000051682
chr17	13036	ENSMUSG00000071068	Treml2	protein_coding	gene	ENSMUSG00000071068
chr17	10884	ENSMUSG00000043740	B430306N03Rik	protein_coding	gene	ENSMUSG00000043740
chr17	7747	ENSMUSG00000023992	Trem2	protein_coding	gene	ENSMUSG00000023992
chr17	7261	ENSMUSG00000023993	Treml1	protein_coding	gene	ENSMUSG00000023993
chr17	23022	ENSMUSG00000023994	Nfya	protein_coding	gene	ENSMUSG00000023994
chr17	7253	ENSMUSG00000040771	Oard1	protein_coding	gene	ENSMUSG00000040771
chr17	4355	ENSMUSG00000117104	Gm49893	lncRNA	gene	ENSMUSG00000117104
chr17	13700	ENSMUSG00000040694	Apobec2	protein_coding	gene	ENSMUSG00000040694
chr17	3616	ENSMUSG00000023995	Tspo2	protein_coding	gene	ENSMUSG00000023995
chr17	84814	ENSMUSG00000043592	Unc5cl	protein_coding	gene	ENSMUSG00000043592
chr17	15455	ENSMUSG00000117019	Gm49896	lncRNA	gene	ENSMUSG00000117019
chr17	8348	ENSMUSG00000110276	Gm45330	lncRNA	gene	ENSMUSG00000110276
chr17	11244	ENSMUSG00000121229	Gm56921	lncRNA	gene	ENSMUSG00000121229
chr17	165210	ENSMUSG00000040490	Lrfn2	protein_coding	gene	ENSMUSG00000040490
chr17	1273	ENSMUSG00000101012	1700008K24Rik	lncRNA	gene	ENSMUSG00000101012
chr17	8482	ENSMUSG00000117221	Gm17830	lncRNA	gene	ENSMUSG00000117221
chr17	1303	ENSMUSG00000092268	Gm20540	lncRNA	gene	ENSMUSG00000092268
chr17	27074	ENSMUSG00000064120	Mocs1	protein_coding	gene	ENSMUSG00000064120
chr17	108322	ENSMUSG00000040260	Daam2	protein_coding	gene	ENSMUSG00000040260
chr17	294712	ENSMUSG00000023999	Kif6	protein_coding	gene	ENSMUSG00000023999
chr17	4200	ENSMUSG00000090012	Gm16555	lncRNA	gene	ENSMUSG00000090012
